Level,Code.,Municipality,Horse,Pork - total,Sheep_Goat,beef_cattle,milk_cattle,excl_cattle,Layers,Broilers,标记
MU,1100015,Alta Floresta D'Oeste (RO),122.0,10791.0,2769.0,65221.0,35929.0,248107.0,38741,820010.0,
MU,1100023,Ariquemes (RO),118.0,5689.0,3003.0,,,,31115,658594.0,
MU,1100031,Cabixi (RO),54.0,3873.0,1357.0,31817.0,17527.0,121033.0,14924,315888.0,
MU,1100049,Cacoal (RO),164.0,13089.0,1817.0,89280.0,49182.0,339626.0,57897,1225474.0,
MU,1100056,Cerejeiras (RO),59.0,4580.0,2215.0,27796.0,15312.0,105737.0,16678,353014.0,
MU,1100064,Colorado do Oeste (RO),106.0,6393.0,2309.0,45709.0,25180.0,173881.0,22040,466509.0,
MU,1100072,Corumbiara (RO),121.0,1590.0,6135.0,72645.0,40019.0,276348.0,11250,238123.0,
MU,1100080,Costa Marques (RO),20.0,1524.0,755.0,,,,7569,160209.0,
MU,1100098,Espigão D'Oeste (RO),105.0,11530.0,3317.0,74473.0,41025.0,283299.0,31221,660838.0,
MU,1100106,Guajará-Mirim (RO),38.0,1211.0,3159.0,21201.0,11679.0,80650.0,7180,151975.0,
MU,1100114,Jaru (RO),156.0,6512.0,1652.0,,,,32583,689667.0,
MU,1100122,Ji-Paraná (RO),220.0,8981.0,2970.0,,,,38856,822444.0,
MU,1100130,Machadinho D'Oeste (RO),50.0,5559.0,950.0,25512.0,14054.0,97049.0,20583,435669.0,
MU,1100148,Nova Brasilândia D'Oeste (RO),31.0,4609.0,155.0,33027.0,18194.0,125638.0,15206,321857.0,
MU,1100155,Ouro Preto do Oeste (RO),130.0,5732.0,1637.0,68723.0,37858.0,261429.0,32580,689603.0,
MU,1100189,Pimenta Bueno (RO),86.0,4730.0,2638.0,63181.0,34805.0,240345.0,21647,458190.0,
MU,1100205,Porto Velho (RO),143.0,5591.0,6468.0,88994.0,49025.0,338540.0,26647,564023.0,
MU,1100254,Presidente Médici (RO),117.0,5741.0,1332.0,58007.0,31954.0,220661.0,29600,626527.0,
MU,1100262,Rio Crespo (RO),33.0,1682.0,781.0,,,,6426,136016.0,
MU,1100288,Rolim de Moura (RO),89.0,7223.0,2034.0,53789.0,29631.0,204619.0,4719,99884.0,
MU,1100296,Santa Luzia D'Oeste (RO),72.0,4203.0,770.0,33416.0,18408.0,127117.0,21304,450930.0,
MU,1100304,Vilhena (RO),49.0,4642.0,1994.0,28530.0,15716.0,108530.0,48381,1024054.0,
MU,1100320,São Miguel do Guaporé (RO),61.0,5191.0,1381.0,32888.0,18117.0,125110.0,25481,539342.0,
MU,1100338,Nova Mamoré (RO),62.0,5145.0,2160.0,34966.0,19262.0,133013.0,16166,342177.0,
MU,1100346,Alvorada D'Oeste (RO),108.0,6230.0,2108.0,51343.0,28284.0,195314.0,28526,603794.0,
MU,1100379,Alto Alegre dos Parecis (RO),45.0,5814.0,762.0,23413.0,12898.0,89064.0,17337,366963.0,
MU,1100403,Alto Paraíso (RO),40.0,9670.0,953.0,,,,18103,383176.0,
MU,1100452,Buritis (RO),64.0,2684.0,447.0,,,,26990,571283.0,
MU,1100502,Novo Horizonte do Oeste (RO),61.0,4097.0,468.0,25885.0,14259.0,98469.0,24381,516059.0,
MU,1100601,Cacaulândia (RO),48.0,2302.0,885.0,46705.0,25729.0,177669.0,9972,211072.0,
MU,1100700,Campo Novo de Rondônia (RO),52.0,3562.0,1310.0,,,,10604,224449.0,
MU,1100809,Candeias do Jamari (RO),36.0,619.0,664.0,28757.0,15841.0,109393.0,6606,139826.0,
MU,1100908,Castanheiras (RO),41.0,1829.0,981.0,28778.0,15853.0,109473.0,8637,182815.0,
MU,1100924,Chupinguaia (RO),37.0,1497.0,531.0,83976.0,46260.0,319451.0,5695,120543.0,
MU,1100940,Cujubim (RO),29.0,3017.0,531.0,,,,9479,200637.0,
MU,1101005,Governador Jorge Teixeira (RO),78.0,3768.0,390.0,,,,25478,539279.0,
