year,OBJECTID,State,County,AREA HARVESTED_BARLEY,AREA HARVESTED_BEANS,AREA HARVESTED_CANOLA,AREA HARVESTED_CHICKPEAS,AREA HARVESTED_CORN,AREA HARVESTED_COTTON,AREA HARVESTED_FLAXSEED,AREA HARVESTED_HAY,AREA HARVESTED_HAY & HAYLAGE,AREA HARVESTED_LENTILS,AREA HARVESTED_MUSTARD,AREA HARVESTED_OATS,AREA HARVESTED_PEANUTS,AREA HARVESTED_PEAS,AREA HARVESTED_RICE,AREA HARVESTED_RYE,AREA HARVESTED_SAFFLOWER,AREA HARVESTED_SORGHUM,AREA HARVESTED_SOYBEANS,AREA HARVESTED_SUGARBEETS,AREA HARVESTED_SUGARCANE,AREA HARVESTED_SUNFLOWER,AREA HARVESTED_TOBACCO,AREA HARVESTED_WHEAT,"AREA PLANTED, NET_WHEAT",AREA PLANTED_BARLEY,AREA PLANTED_BEANS,AREA PLANTED_CANOLA,AREA PLANTED_CHICKPEAS,AREA PLANTED_CORN,AREA PLANTED_COTTON,AREA PLANTED_FLAXSEED,AREA PLANTED_LENTILS,AREA PLANTED_MUSTARD,AREA PLANTED_OATS,AREA PLANTED_PEANUTS,AREA PLANTED_PEAS,AREA PLANTED_RICE,AREA PLANTED_RYE,AREA PLANTED_SAFFLOWER,AREA PLANTED_SORGHUM,AREA PLANTED_SOYBEANS,AREA PLANTED_SUGARBEETS,AREA PLANTED_SUNFLOWER,AREA PLANTED_WHEAT,PRODUCTION_BARLEY,PRODUCTION_BEANS,PRODUCTION_CANOLA,PRODUCTION_CHICKPEAS,PRODUCTION_CORN,PRODUCTION_COTTON,PRODUCTION_FLAXSEED,PRODUCTION_HAY,PRODUCTION_HAY & HAYLAGE,PRODUCTION_LENTILS,PRODUCTION_MUSTARD,PRODUCTION_OATS,PRODUCTION_PEANUTS,PRODUCTION_PEAS,PRODUCTION_RICE,PRODUCTION_RYE,PRODUCTION_SAFFLOWER,PRODUCTION_SORGHUM,PRODUCTION_SOYBEANS,PRODUCTION_SUGARBEETS,PRODUCTION_SUGARCANE,PRODUCTION_SUNFLOWER,PRODUCTION_TOBACCO,PRODUCTION_WHEAT,SUCROSE_SUGARBEETS,SUCROSE_SUGARCANE,YIELD_BARLEY,YIELD_BEANS,YIELD_CANOLA,YIELD_CHICKPEAS,YIELD_CORN,YIELD_COTTON,YIELD_FLAXSEED,YIELD_HAY,YIELD_HAY & HAYLAGE,YIELD_LENTILS,YIELD_MUSTARD,YIELD_OATS,YIELD_PEANUTS,YIELD_PEAS,YIELD_RICE,YIELD_RYE,YIELD_SAFFLOWER,YIELD_SORGHUM,YIELD_SOYBEANS,YIELD_SUGARBEETS,YIELD_SUGARCANE,YIELD_SUNFLOWER,YIELD_TOBACCO,YIELD_WHEAT,标记
2001,-46,WYOMING,OTHER (COMBINED) COUNTIES,58.779,299.3694,,,241.29999999999998,,,,,,,31.944,,,,,,,,,,,,3451.496,,87.08,353.80019999999996,,,243.84,,,,,108.9,,,,,,,,,,4352.478,3934.8645718620405,4743.043772947311,,,132.35110169786972,,,,,,,2047.166275075546,,,,,,,,,,,,42108.38837141286,,,1.43682,640.46908,,,4.6863,,,,,,,1.91664,,,,,,,,,,,,6.04284,"种类：PRODUCTION_BEANS,FAO总量：889495.0,国家总量：1129660.45192; 种类：PRODUCTION_CHICKPEAS,FAO总量：73119.0,国家总量：1972.4666552146996; 种类：PRODUCTION_CORN,FAO总量：4363838.0,国家总量：243706865.89999998; 种类：PRODUCTION_LENTILS,FAO总量：131451.0,国家总量：9502.710500000001; 种类：PRODUCTION_MUSTARD,FAO总量：18645.0,国家总量：3737.6640000000007; 种类：PRODUCTION_PEAS,FAO总量：170687.0,国家总量：10908.8395; 种类：PRODUCTION_RYE,FAO总量：175170.0,国家总量：67157.6; 种类：PRODUCTION_SAFFLOWER,FAO总量：108982.0,国家总量：9648.072; 种类：PRODUCTION_COTTON,FAO总量：11180979.0,国家总量：4408653.585; 种类：PRODUCTION_SOYBEANS,FAO总量：78671470.0,国家总量：3910717.561794116; 种类：PRODUCTION_SUNFLOWER,FAO总量：1550720.0,国家总量：2914264.332; 种类：PRODUCTION_WHEAT,FAO总量：52999932.0,国家总量：105967998.956; "
2001,-45,NEVADA,OTHER (COMBINED) COUNTIES,6.531000000000001,,,,,,,,,,,,,,,,,,,,,,,24.498,,67.48700000000001,,,,,,,,,,,,,,,,,,,106.158,551.4103940389631,,,,,,,,,,,,,,,,,,,,,,,1143.583777303162,,,3.7009000000000003,,,,,,,,,,,,,,,,,,,,,,,12.7934,"种类：PRODUCTION_BEANS,FAO总量：889495.0,国家总量：1129660.45192; 种类：PRODUCTION_CHICKPEAS,FAO总量：73119.0,国家总量：1972.4666552146996; 种类：PRODUCTION_CORN,FAO总量：4363838.0,国家总量：243706865.89999998; 种类：PRODUCTION_LENTILS,FAO总量：131451.0,国家总量：9502.710500000001; 种类：PRODUCTION_MUSTARD,FAO总量：18645.0,国家总量：3737.6640000000007; 种类：PRODUCTION_PEAS,FAO总量：170687.0,国家总量：10908.8395; 种类：PRODUCTION_RYE,FAO总量：175170.0,国家总量：67157.6; 种类：PRODUCTION_SAFFLOWER,FAO总量：108982.0,国家总量：9648.072; 种类：PRODUCTION_COTTON,FAO总量：11180979.0,国家总量：4408653.585; 种类：PRODUCTION_SOYBEANS,FAO总量：78671470.0,国家总量：3910717.561794116; 种类：PRODUCTION_SUNFLOWER,FAO总量：1550720.0,国家总量：2914264.332; 种类：PRODUCTION_WHEAT,FAO总量：52999932.0,国家总量：105967998.956; "
2001,-44,MONTANA,OTHER (COMBINED) COUNTIES,80.549,231.33089999999999,1.3154400000000002,7.8182677477999984,167.64,,68.58,,,281.2258,1.4515200000000001,62.436,,412.76689999999996,,,1.04328,,,60.0,,0.40824,,876.484,620.616,224.23100000000002,331.1207,1.72368,12.9618649503,185.42,,91.44,362.87199999999996,1.54224,166.98,,984.2902999999999,,,1.08864,,,60.0,0.49896,1178.626,3859.872758272742,1857.2159351902121,868.978724109551,1395.7209763221028,170.14621012086965,,787.4,,,33631.37756563245,5570.872572815534,3900.0758963118064,,80056.10644490643,,,9929.81269393512,,,1102.6850819250235,,99.92584608416365,,13069.528883464707,20.1,,2.59063,431.81767999999994,1.256472,2.9421375998299992,15.620999999999999,,0.9144,,,151.95264999999998,0.349272,4.16724,,302.09094,,,0.938952,,,18.3,,0.208656,,15.520844000000002,"种类：PRODUCTION_BEANS,FAO总量：889495.0,国家总量：1129660.45192; 种类：PRODUCTION_CHICKPEAS,FAO总量：73119.0,国家总量：1972.4666552146996; 种类：PRODUCTION_CORN,FAO总量：4363838.0,国家总量：243706865.89999998; 种类：PRODUCTION_LENTILS,FAO总量：131451.0,国家总量：9502.710500000001; 种类：PRODUCTION_MUSTARD,FAO总量：18645.0,国家总量：3737.6640000000007; 种类：PRODUCTION_PEAS,FAO总量：170687.0,国家总量：10908.8395; 种类：PRODUCTION_RYE,FAO总量：175170.0,国家总量：67157.6; 种类：PRODUCTION_SAFFLOWER,FAO总量：108982.0,国家总量：9648.072; 种类：PRODUCTION_COTTON,FAO总量：11180979.0,国家总量：4408653.585; 种类：PRODUCTION_SOYBEANS,FAO总量：78671470.0,国家总量：3910717.561794116; 种类：PRODUCTION_SUNFLOWER,FAO总量：1550720.0,国家总量：2914264.332; 种类：PRODUCTION_WHEAT,FAO总量：52999932.0,国家总量：105967998.956; "
2001,-40,COLORADO,OTHER (COMBINED) COUNTIES,6.531000000000001,,,,38.1,,,,,,,,,,,,,,,,,,,,,10.885,,,,38.1,,,,,,,,,,,,,,,,485.2411467542875,,,,3.63851825973525,,,,,,,,,,,,,,,,,,,,,,1.600095,,,,0.2794,,,,,,,,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：889495.0,国家总量：1129660.45192; 种类：PRODUCTION_CHICKPEAS,FAO总量：73119.0,国家总量：1972.4666552146996; 种类：PRODUCTION_CORN,FAO总量：4363838.0,国家总量：243706865.89999998; 种类：PRODUCTION_LENTILS,FAO总量：131451.0,国家总量：9502.710500000001; 种类：PRODUCTION_MUSTARD,FAO总量：18645.0,国家总量：3737.6640000000007; 种类：PRODUCTION_PEAS,FAO总量：170687.0,国家总量：10908.8395; 种类：PRODUCTION_RYE,FAO总量：175170.0,国家总量：67157.6; 种类：PRODUCTION_SAFFLOWER,FAO总量：108982.0,国家总量：9648.072; 种类：PRODUCTION_COTTON,FAO总量：11180979.0,国家总量：4408653.585; 种类：PRODUCTION_SOYBEANS,FAO总量：78671470.0,国家总量：3910717.561794116; 种类：PRODUCTION_SUNFLOWER,FAO总量：1550720.0,国家总量：2914264.332; 种类：PRODUCTION_WHEAT,FAO总量：52999932.0,国家总量：105967998.956; "
2001,-39,WASHINGTON,OTHER (COMBINED) COUNTIES,206.815,240.40269999999998,,,533.4,,,87500.0,,,,50.82,,,,,,,,,,,,473.62800000000004,394.69,224.23100000000002,240.40269999999998,,,533.4,,,,,152.46,,,,,,,,,,489.96000000000004,10675.305228594325,3785.863252503124,,,1734.6635803287809,,,204500.0,,,,2704.650334223896,,,,,,,,,,,,17412.42441869934,,,5.000569,268.52527999999995,,,11.14298,,,8.7,,,,3.7998839999999996,,,,,,,,,,,,23.166942000000002,"种类：PRODUCTION_BEANS,FAO总量：889495.0,国家总量：1129660.45192; 种类：PRODUCTION_CHICKPEAS,FAO总量：73119.0,国家总量：1972.4666552146996; 种类：PRODUCTION_CORN,FAO总量：4363838.0,国家总量：243706865.89999998; 种类：PRODUCTION_LENTILS,FAO总量：131451.0,国家总量：9502.710500000001; 种类：PRODUCTION_MUSTARD,FAO总量：18645.0,国家总量：3737.6640000000007; 种类：PRODUCTION_PEAS,FAO总量：170687.0,国家总量：10908.8395; 种类：PRODUCTION_RYE,FAO总量：175170.0,国家总量：67157.6; 种类：PRODUCTION_SAFFLOWER,FAO总量：108982.0,国家总量：9648.072; 种类：PRODUCTION_COTTON,FAO总量：11180979.0,国家总量：4408653.585; 种类：PRODUCTION_SOYBEANS,FAO总量：78671470.0,国家总量：3910717.561794116; 种类：PRODUCTION_SUNFLOWER,FAO总量：1550720.0,国家总量：2914264.332; 种类：PRODUCTION_WHEAT,FAO总量：52999932.0,国家总量：105967998.956; "
2001,-37,KANSAS,OTHER (COMBINED) COUNTIES,,99.78979999999999,,,1155.7,7728.35,,,,,,537.24,,,,,,769.62,14.445662166,,,64.41120000000001,,,,,113.3975,,,116.83999999999999,8816.85,,,,1248.72,,,,,,17.779999999999998,16.66807173,,68.13072,,,1553.632561168735,,,516.0783336651987,16618.76633063471,,,,,,29392.526007836488,,,,,,10733.050062479291,11887.351373874628,,,39464.16816356136,,,,,,254.91758,,,6.3119,355.5041,,,,,,4.5738,,,,,,4.89966,0.20248620472,,,4.831747200000001,,,"种类：PRODUCTION_BEANS,FAO总量：889495.0,国家总量：1129660.45192; 种类：PRODUCTION_CHICKPEAS,FAO总量：73119.0,国家总量：1972.4666552146996; 种类：PRODUCTION_CORN,FAO总量：4363838.0,国家总量：243706865.89999998; 种类：PRODUCTION_LENTILS,FAO总量：131451.0,国家总量：9502.710500000001; 种类：PRODUCTION_MUSTARD,FAO总量：18645.0,国家总量：3737.6640000000007; 种类：PRODUCTION_PEAS,FAO总量：170687.0,国家总量：10908.8395; 种类：PRODUCTION_RYE,FAO总量：175170.0,国家总量：67157.6; 种类：PRODUCTION_SAFFLOWER,FAO总量：108982.0,国家总量：9648.072; 种类：PRODUCTION_COTTON,FAO总量：11180979.0,国家总量：4408653.585; 种类：PRODUCTION_SOYBEANS,FAO总量：78671470.0,国家总量：3910717.561794116; 种类：PRODUCTION_SUNFLOWER,FAO总量：1550720.0,国家总量：2914264.332; 种类：PRODUCTION_WHEAT,FAO总量：52999932.0,国家总量：105967998.956; "
2001,-36,UTAH,OTHER (COMBINED) COUNTIES,26.124000000000002,,,,86.36,,,,,,,,,,,,,,,,,,,457.296,,37.009,,,,86.36,,,,,7.26,,,,,,,,,,650.558,2040.2184579441632,,,,63.67406954536688,,,,,,,,,,,,,,,,,,,7031.678821155751,,,3.37435,,,,9.8044,,,,,,,0.0,,,,,,,,,,,,13.03838,"种类：PRODUCTION_BEANS,FAO总量：889495.0,国家总量：1129660.45192; 种类：PRODUCTION_CHICKPEAS,FAO总量：73119.0,国家总量：1972.4666552146996; 种类：PRODUCTION_CORN,FAO总量：4363838.0,国家总量：243706865.89999998; 种类：PRODUCTION_LENTILS,FAO总量：131451.0,国家总量：9502.710500000001; 种类：PRODUCTION_MUSTARD,FAO总量：18645.0,国家总量：3737.6640000000007; 种类：PRODUCTION_PEAS,FAO总量：170687.0,国家总量：10908.8395; 种类：PRODUCTION_RYE,FAO总量：175170.0,国家总量：67157.6; 种类：PRODUCTION_SAFFLOWER,FAO总量：108982.0,国家总量：9648.072; 种类：PRODUCTION_COTTON,FAO总量：11180979.0,国家总量：4408653.585; 种类：PRODUCTION_SOYBEANS,FAO总量：78671470.0,国家总量：3910717.561794116; 种类：PRODUCTION_SUNFLOWER,FAO总量：1550720.0,国家总量：2914264.332; 种类：PRODUCTION_WHEAT,FAO总量：52999932.0,国家总量：105967998.956; "
2001,-35,OHIO,OTHER (COMBINED) COUNTIES,,,,,4330.7,,,,,,,412.368,,,,,,,4.32135193,,,,0.004536,517.1800000000001,,,,,,15.24,,,,,515.46,,,,,,,4.691753524,,,538.956,,,,,1336.6096827137444,,,,,,,29640.57681196973,,,,,,,2774.377660806092,,,,8.956470438901386,11977.678657991928,,,,,,,6.441439999999999,,,,,,,8.928348,,,,,,,0.11877544447600001,,,,0.8890560000000001,13.245252,"种类：PRODUCTION_BEANS,FAO总量：889495.0,国家总量：1129660.45192; 种类：PRODUCTION_CHICKPEAS,FAO总量：73119.0,国家总量：1972.4666552146996; 种类：PRODUCTION_CORN,FAO总量：4363838.0,国家总量：243706865.89999998; 种类：PRODUCTION_LENTILS,FAO总量：131451.0,国家总量：9502.710500000001; 种类：PRODUCTION_MUSTARD,FAO总量：18645.0,国家总量：3737.6640000000007; 种类：PRODUCTION_PEAS,FAO总量：170687.0,国家总量：10908.8395; 种类：PRODUCTION_RYE,FAO总量：175170.0,国家总量：67157.6; 种类：PRODUCTION_SAFFLOWER,FAO总量：108982.0,国家总量：9648.072; 种类：PRODUCTION_COTTON,FAO总量：11180979.0,国家总量：4408653.585; 种类：PRODUCTION_SOYBEANS,FAO总量：78671470.0,国家总量：3910717.561794116; 种类：PRODUCTION_SUNFLOWER,FAO总量：1550720.0,国家总量：2914264.332; 种类：PRODUCTION_WHEAT,FAO总量：52999932.0,国家总量：105967998.956; "
2001,-34,NEW YORK,OTHER (COMBINED) COUNTIES,250.35500000000002,1950.437,,,17.779999999999998,,,,,,,4.356,,,,,,,1.85200797,,,,,141.544,,313.488,2013.9396,,,17.779999999999998,,,,,8.712,,,,,,,2.222409564,,,163.32,12944.910410458697,13071.942928454184,,,13.78088790874726,,,,,,,233.10798460714244,,,,,,,1448.0413395254718,,,,,3166.6379357228034,,,6.61808,243.12424,,,6.400799999999999,,,,,,,2.26512,,,,,,,0.19260882888,,,,,19.76172,"种类：PRODUCTION_BEANS,FAO总量：889495.0,国家总量：1129660.45192; 种类：PRODUCTION_CHICKPEAS,FAO总量：73119.0,国家总量：1972.4666552146996; 种类：PRODUCTION_CORN,FAO总量：4363838.0,国家总量：243706865.89999998; 种类：PRODUCTION_LENTILS,FAO总量：131451.0,国家总量：9502.710500000001; 种类：PRODUCTION_MUSTARD,FAO总量：18645.0,国家总量：3737.6640000000007; 种类：PRODUCTION_PEAS,FAO总量：170687.0,国家总量：10908.8395; 种类：PRODUCTION_RYE,FAO总量：175170.0,国家总量：67157.6; 种类：PRODUCTION_SAFFLOWER,FAO总量：108982.0,国家总量：9648.072; 种类：PRODUCTION_COTTON,FAO总量：11180979.0,国家总量：4408653.585; 种类：PRODUCTION_SOYBEANS,FAO总量：78671470.0,国家总量：3910717.561794116; 种类：PRODUCTION_SUNFLOWER,FAO总量：1550720.0,国家总量：2914264.332; 种类：PRODUCTION_WHEAT,FAO总量：52999932.0,国家总量：105967998.956; "
2001,-33,INDIANA,OTHER (COMBINED) COUNTIES,,,,,3152.14,,,,,,,119.064,,,,,,,23.952636411999997,,,,0.10704960000000001,2983.312,,,,,,406.4,,,,,145.2,,,,,,,24.199570808,,,3250.068,,,,,1787.5585395296816,,,,,,,9981.80344343405,,,,,,,20453.894392782604,,,,234.92456391016336,95407.56084929236,,,,,,,10.8966,,,,,,,1.18338,,,,,,,0.103342044726,,,,1.9436760000000002,27.916832,"种类：PRODUCTION_BEANS,FAO总量：889495.0,国家总量：1129660.45192; 种类：PRODUCTION_CHICKPEAS,FAO总量：73119.0,国家总量：1972.4666552146996; 种类：PRODUCTION_CORN,FAO总量：4363838.0,国家总量：243706865.89999998; 种类：PRODUCTION_LENTILS,FAO总量：131451.0,国家总量：9502.710500000001; 种类：PRODUCTION_MUSTARD,FAO总量：18645.0,国家总量：3737.6640000000007; 种类：PRODUCTION_PEAS,FAO总量：170687.0,国家总量：10908.8395; 种类：PRODUCTION_RYE,FAO总量：175170.0,国家总量：67157.6; 种类：PRODUCTION_SAFFLOWER,FAO总量：108982.0,国家总量：9648.072; 种类：PRODUCTION_COTTON,FAO总量：11180979.0,国家总量：4408653.585; 种类：PRODUCTION_SOYBEANS,FAO总量：78671470.0,国家总量：3910717.561794116; 种类：PRODUCTION_SUNFLOWER,FAO总量：1550720.0,国家总量：2914264.332; 种类：PRODUCTION_WHEAT,FAO总量：52999932.0,国家总量：105967998.956; "
2001,-32,IDAHO,OTHER (COMBINED) COUNTIES,13.062000000000001,199.57959999999997,,0.20574388809999997,27.939999999999998,,,1200.0,,,,2.904,,,,,,,,700.0,,,,1143.24,185.096,13.062000000000001,199.57959999999997,,0.20574388809999997,27.939999999999998,,,,,15.972,,,,,,,,700.0,,1233.066,683.7488886083142,3421.5632036773513,,91.52268697194118,22.69525764509863,,,2100.0,,,,209.19947336538428,,,,,,,,16239.543933804893,,,,43197.51577836825,32.21,,2.177,872.7071599999999,,2.4689266572,4.37642,,,1.75,,,,2.0328,,,,,,,,52.0,,,,15.539898,"种类：PRODUCTION_BEANS,FAO总量：889495.0,国家总量：1129660.45192; 种类：PRODUCTION_CHICKPEAS,FAO总量：73119.0,国家总量：1972.4666552146996; 种类：PRODUCTION_CORN,FAO总量：4363838.0,国家总量：243706865.89999998; 种类：PRODUCTION_LENTILS,FAO总量：131451.0,国家总量：9502.710500000001; 种类：PRODUCTION_MUSTARD,FAO总量：18645.0,国家总量：3737.6640000000007; 种类：PRODUCTION_PEAS,FAO总量：170687.0,国家总量：10908.8395; 种类：PRODUCTION_RYE,FAO总量：175170.0,国家总量：67157.6; 种类：PRODUCTION_SAFFLOWER,FAO总量：108982.0,国家总量：9648.072; 种类：PRODUCTION_COTTON,FAO总量：11180979.0,国家总量：4408653.585; 种类：PRODUCTION_SOYBEANS,FAO总量：78671470.0,国家总量：3910717.561794116; 种类：PRODUCTION_SUNFLOWER,FAO总量：1550720.0,国家总量：2914264.332; 种类：PRODUCTION_WHEAT,FAO总量：52999932.0,国家总量：105967998.956; "
