year,OBJECTID,State,County,AREA HARVESTED_BARLEY,AREA HARVESTED_BEANS,AREA HARVESTED_CANOLA,AREA HARVESTED_CHICKPEAS,AREA HARVESTED_CORN,AREA HARVESTED_COTTON,AREA HARVESTED_FLAXSEED,AREA HARVESTED_HAY,AREA HARVESTED_HAY & HAYLAGE,AREA HARVESTED_LENTILS,AREA HARVESTED_MUSTARD,AREA HARVESTED_OATS,AREA HARVESTED_PEANUTS,AREA HARVESTED_PEAS,AREA HARVESTED_RICE,AREA HARVESTED_RYE,AREA HARVESTED_SAFFLOWER,AREA HARVESTED_SORGHUM,AREA HARVESTED_SOYBEANS,AREA HARVESTED_SUGARBEETS,AREA HARVESTED_SUGARCANE,AREA HARVESTED_SUNFLOWER,AREA HARVESTED_TOBACCO,AREA HARVESTED_WHEAT,"AREA PLANTED, NET_WHEAT",AREA PLANTED_BARLEY,AREA PLANTED_BEANS,AREA PLANTED_CANOLA,AREA PLANTED_CHICKPEAS,AREA PLANTED_CORN,AREA PLANTED_COTTON,AREA PLANTED_FLAXSEED,AREA PLANTED_LENTILS,AREA PLANTED_MUSTARD,AREA PLANTED_OATS,AREA PLANTED_PEANUTS,AREA PLANTED_PEAS,AREA PLANTED_RICE,AREA PLANTED_RYE,AREA PLANTED_SAFFLOWER,AREA PLANTED_SORGHUM,AREA PLANTED_SOYBEANS,AREA PLANTED_SUGARBEETS,AREA PLANTED_SUNFLOWER,AREA PLANTED_WHEAT,PRODUCTION_BARLEY,PRODUCTION_BEANS,PRODUCTION_CANOLA,PRODUCTION_CHICKPEAS,PRODUCTION_CORN,PRODUCTION_COTTON,PRODUCTION_FLAXSEED,PRODUCTION_HAY,PRODUCTION_HAY & HAYLAGE,PRODUCTION_LENTILS,PRODUCTION_MUSTARD,PRODUCTION_OATS,PRODUCTION_PEANUTS,PRODUCTION_PEAS,PRODUCTION_RICE,PRODUCTION_RYE,PRODUCTION_SAFFLOWER,PRODUCTION_SORGHUM,PRODUCTION_SOYBEANS,PRODUCTION_SUGARBEETS,PRODUCTION_SUGARCANE,PRODUCTION_SUNFLOWER,PRODUCTION_TOBACCO,PRODUCTION_WHEAT,SUCROSE_SUGARBEETS,SUCROSE_SUGARCANE,YIELD_BARLEY,YIELD_BEANS,YIELD_CANOLA,YIELD_CHICKPEAS,YIELD_CORN,YIELD_COTTON,YIELD_FLAXSEED,YIELD_HAY,YIELD_HAY & HAYLAGE,YIELD_LENTILS,YIELD_MUSTARD,YIELD_OATS,YIELD_PEANUTS,YIELD_PEAS,YIELD_RICE,YIELD_RYE,YIELD_SAFFLOWER,YIELD_SORGHUM,YIELD_SOYBEANS,YIELD_SUGARBEETS,YIELD_SUGARCANE,YIELD_SUNFLOWER,YIELD_TOBACCO,YIELD_WHEAT,标记
2008,-46,WYOMING,OTHER (COMBINED) COUNTIES,487.648,226.795,,,210.82,,,,,,,26.136,,,,,,,,,,,,1258.925,,746.711,235.86679999999998,,,436.88,,,,,121.968,,,,,,,,,,1532.486,33346.3497494546,4852.995350550623,,,336.4374299205711,,,,,,,2387.571552945028,,,,,,,,,,,,35429.83138310183,,,7.22764,632.30446,,,7.378699999999999,,,,,,,3.7026,,,,,,,,,,,,3.44333,"种类：PRODUCTION_CHICKPEAS,FAO总量：50712.0,国家总量：744.792874922; 种类：PRODUCTION_CORN,FAO总量：3880410.0,国家总量：307900036.98; 种类：PRODUCTION_LENTILS,FAO总量：108545.0,国家总量：64495.9621; 种类：PRODUCTION_MUSTARD,FAO总量：18713.0,国家总量：4217.1192; 种类：PRODUCTION_RYE,FAO总量：211210.0,国家总量：51257.200000000004; 种类：PRODUCTION_SAFFLOWER,FAO总量：140810.0,国家总量：5306.6664; 种类：PRODUCTION_COTTON,FAO总量：6691370.0,国家总量：2773454.46; 种类：PRODUCTION_SOYBEANS,FAO总量：80748700.0,国家总量：4032719.080686658; 种类：PRODUCTION_SUNFLOWER,FAO总量：1552570.0,国家总量：2519912.2032000003; "
2008,-45,NEVADA,OTHER (COMBINED) COUNTIES,2.177,,,,,,,66000.0,,,,,,,,,,,,,,,,185.096,,23.947000000000003,,,,,,,,,,,,,,,,,,,326.64,177.4331878920098,,,,,,,233000.0,,,,,,,,,,,,,,,,19813.1008048763,,,1.7416,,,,,,,14.35,,,,,,,,,,,,,,,,2.84449,"种类：PRODUCTION_CHICKPEAS,FAO总量：50712.0,国家总量：744.792874922; 种类：PRODUCTION_CORN,FAO总量：3880410.0,国家总量：307900036.98; 种类：PRODUCTION_LENTILS,FAO总量：108545.0,国家总量：64495.9621; 种类：PRODUCTION_MUSTARD,FAO总量：18713.0,国家总量：4217.1192; 种类：PRODUCTION_RYE,FAO总量：211210.0,国家总量：51257.200000000004; 种类：PRODUCTION_SAFFLOWER,FAO总量：140810.0,国家总量：5306.6664; 种类：PRODUCTION_COTTON,FAO总量：6691370.0,国家总量：2773454.46; 种类：PRODUCTION_SOYBEANS,FAO总量：80748700.0,国家总量：4032719.080686658; 种类：PRODUCTION_SUNFLOWER,FAO总量：1552570.0,国家总量：2519912.2032000003; "
2008,-44,MONTANA,OTHER (COMBINED) COUNTIES,226.40800000000002,95.25389999999999,0.36288000000000004,,368.3,,88.89999999999999,211000.0,,707.6003999999999,1.63296,105.996,,671.3131999999999,,,1.3154400000000002,,,10400.0,,,,14091.794,1695.806,603.029,95.25389999999999,0.36288000000000004,,238.76,,96.52,793.7824999999999,1.85976,257.004,,943.4671999999999,,,1.40616,,,10400.0,,14312.276,7984.493455140443,1000.7954856246618,699.9511725676435,,170.61955294734958,,774.6999999999999,261800.0,,5824.589281946692,3057.4429385823382,5666.606510398753,,8934.401185924942,,,20340.960765877426,,,247439.36610622468,,,,332551.2095065649,35.5,,4.467204,49.89489999999999,0.811944,,15.9512,,0.21589999999999998,8.7,,150.13828999999998,0.42638400000000004,5.6628,,386.91227,,,0.6305040000000001,,,53.7,,,,6.76417,"种类：PRODUCTION_CHICKPEAS,FAO总量：50712.0,国家总量：744.792874922; 种类：PRODUCTION_CORN,FAO总量：3880410.0,国家总量：307900036.98; 种类：PRODUCTION_LENTILS,FAO总量：108545.0,国家总量：64495.9621; 种类：PRODUCTION_MUSTARD,FAO总量：18713.0,国家总量：4217.1192; 种类：PRODUCTION_RYE,FAO总量：211210.0,国家总量：51257.200000000004; 种类：PRODUCTION_SAFFLOWER,FAO总量：140810.0,国家总量：5306.6664; 种类：PRODUCTION_COTTON,FAO总量：6691370.0,国家总量：2773454.46; 种类：PRODUCTION_SOYBEANS,FAO总量：80748700.0,国家总量：4032719.080686658; 种类：PRODUCTION_SUNFLOWER,FAO总量：1552570.0,国家总量：2519912.2032000003; "
2008,-43,NEW JERSEY,OTHER (COMBINED) COUNTIES,,,,,83.82,,,14000.0,,,,,,,,,,,8.64270386,,,,,89.0094,,,,,,93.97999999999999,,,,,,,,,,,,9.136572652000002,,,100.714,,,,,88.44687144343843,,,30720.0,,,,,,,,,,,5792.43874683423,,,,,5231.549088928013,,,,,,,3.4543999999999997,,,19.09,,,,,,,,,,,0.11729383809999999,,,,,4.81794,"种类：PRODUCTION_CHICKPEAS,FAO总量：50712.0,国家总量：744.792874922; 种类：PRODUCTION_CORN,FAO总量：3880410.0,国家总量：307900036.98; 种类：PRODUCTION_LENTILS,FAO总量：108545.0,国家总量：64495.9621; 种类：PRODUCTION_MUSTARD,FAO总量：18713.0,国家总量：4217.1192; 种类：PRODUCTION_RYE,FAO总量：211210.0,国家总量：51257.200000000004; 种类：PRODUCTION_SAFFLOWER,FAO总量：140810.0,国家总量：5306.6664; 种类：PRODUCTION_COTTON,FAO总量：6691370.0,国家总量：2773454.46; 种类：PRODUCTION_SOYBEANS,FAO总量：80748700.0,国家总量：4032719.080686658; 种类：PRODUCTION_SUNFLOWER,FAO总量：1552570.0,国家总量：2519912.2032000003; "
2008,-40,COLORADO,OTHER (COMBINED) COUNTIES,15.239,235.86679999999998,,,2433.3199999999997,,,474000.0,,,,59.532,,,,,,2819.4,,800.0,,75.38832000000001,,6445.696,,21.77,267.61809999999997,,,1651.0,,,,,477.70799999999997,,,,,,4582.16,,800.0,86.77368,7172.47,408.09633215162256,4507.893458955912,,,3083.4122323728993,,,1176800.0,,,,5426.298983965973,,,,,,79802.65375079913,,20060.198059235383,,42018.66584031788,,201461.94648463896,16.38,,0.576905,320.68813,,,14.274799999999999,,,42.43,,,,2.38128,,,,,,2.2352,,27.6,,3.18654,,10.77912,"种类：PRODUCTION_CHICKPEAS,FAO总量：50712.0,国家总量：744.792874922; 种类：PRODUCTION_CORN,FAO总量：3880410.0,国家总量：307900036.98; 种类：PRODUCTION_LENTILS,FAO总量：108545.0,国家总量：64495.9621; 种类：PRODUCTION_MUSTARD,FAO总量：18713.0,国家总量：4217.1192; 种类：PRODUCTION_RYE,FAO总量：211210.0,国家总量：51257.200000000004; 种类：PRODUCTION_SAFFLOWER,FAO总量：140810.0,国家总量：5306.6664; 种类：PRODUCTION_COTTON,FAO总量：6691370.0,国家总量：2773454.46; 种类：PRODUCTION_SOYBEANS,FAO总量：80748700.0,国家总量：4032719.080686658; 种类：PRODUCTION_SUNFLOWER,FAO总量：1552570.0,国家总量：2519912.2032000003; "
2008,-39,WASHINGTON,OTHER (COMBINED) COUNTIES,71.84100000000001,254.01039999999998,,,741.68,,,136600.0,,,,40.656,,,,,,,,,,,,16642.308,14497.372000000001,95.78800000000001,254.01039999999998,,,741.68,,,,,110.352,,,,,,,,,,16895.454,5254.24027645214,5305.94158326868,,,1319.308490651419,,,362000.0,,,,3565.8536180347824,,,,,,,,,,,,799483.6621266525,,,4.7676300000000005,316.15223,,,11.785599999999999,,,21.6,,,,5.9009279999999995,,,,,,,,,,,,11.356184,"种类：PRODUCTION_CHICKPEAS,FAO总量：50712.0,国家总量：744.792874922; 种类：PRODUCTION_CORN,FAO总量：3880410.0,国家总量：307900036.98; 种类：PRODUCTION_LENTILS,FAO总量：108545.0,国家总量：64495.9621; 种类：PRODUCTION_MUSTARD,FAO总量：18713.0,国家总量：4217.1192; 种类：PRODUCTION_RYE,FAO总量：211210.0,国家总量：51257.200000000004; 种类：PRODUCTION_SAFFLOWER,FAO总量：140810.0,国家总量：5306.6664; 种类：PRODUCTION_COTTON,FAO总量：6691370.0,国家总量：2773454.46; 种类：PRODUCTION_SOYBEANS,FAO总量：80748700.0,国家总量：4032719.080686658; 种类：PRODUCTION_SUNFLOWER,FAO总量：1552570.0,国家总量：2519912.2032000003; "
2008,-37,KANSAS,OTHER (COMBINED) COUNTIES,,45.358999999999995,,,43225.72,3221.96,,1909500.0,,,,135.036,,,,,,34290.0,724.011649072,,,40.05288,,12989.384,,,49.89489999999999,,,45417.74,4332.2300000000005,,,,278.784,,,,,,37444.68,739.815450416,,46.720800000000004,14396.658000000001,,875.696049921579,,,71417.56754532755,10294.576994929277,,5335200.0,,,,8356.500435307598,,,,,,2277905.91579697,561740.4746289687,,,34238.57519185969,,466459.3870109824,,,,92.07876999999999,,,28.397199999999998,505.2817,,76.8,,,,4.2834,,,,,,15.062199999999999,0.34138680247,,,2.9946672000000003,,4.7635000000000005,"种类：PRODUCTION_CHICKPEAS,FAO总量：50712.0,国家总量：744.792874922; 种类：PRODUCTION_CORN,FAO总量：3880410.0,国家总量：307900036.98; 种类：PRODUCTION_LENTILS,FAO总量：108545.0,国家总量：64495.9621; 种类：PRODUCTION_MUSTARD,FAO总量：18713.0,国家总量：4217.1192; 种类：PRODUCTION_RYE,FAO总量：211210.0,国家总量：51257.200000000004; 种类：PRODUCTION_SAFFLOWER,FAO总量：140810.0,国家总量：5306.6664; 种类：PRODUCTION_COTTON,FAO总量：6691370.0,国家总量：2773454.46; 种类：PRODUCTION_SOYBEANS,FAO总量：80748700.0,国家总量：4032719.080686658; 种类：PRODUCTION_SUNFLOWER,FAO总量：1552570.0,国家总量：2519912.2032000003; "
2008,-36,UTAH,OTHER (COMBINED) COUNTIES,187.222,,,,76.2,,,53400.0,,,,4.356,,,,,,,,,,,,930.9240000000001,,291.718,,,,419.09999999999997,,,,,63.888,,,,,,,,,,982.642,17188.84007703845,,,,141.68145240993795,,,208000.0,,,,282.16754716623063,,,,,,,,,,,,44969.06025376418,,,7.6412700000000005,,,,14.8082,,,31.91,,,,0.88572,,,,,,,,,,,,5.32151,"种类：PRODUCTION_CHICKPEAS,FAO总量：50712.0,国家总量：744.792874922; 种类：PRODUCTION_CORN,FAO总量：3880410.0,国家总量：307900036.98; 种类：PRODUCTION_LENTILS,FAO总量：108545.0,国家总量：64495.9621; 种类：PRODUCTION_MUSTARD,FAO总量：18713.0,国家总量：4217.1192; 种类：PRODUCTION_RYE,FAO总量：211210.0,国家总量：51257.200000000004; 种类：PRODUCTION_SAFFLOWER,FAO总量：140810.0,国家总量：5306.6664; 种类：PRODUCTION_COTTON,FAO总量：6691370.0,国家总量：2773454.46; 种类：PRODUCTION_SOYBEANS,FAO总量：80748700.0,国家总量：4032719.080686658; 种类：PRODUCTION_SUNFLOWER,FAO总量：1552570.0,国家总量：2519912.2032000003; "
2008,-35,OHIO,OTHER (COMBINED) COUNTIES,,,,,3814.826,,,74500.0,,,,334.2504,,,,,,,206.31368785799998,,,,,3048.6400000000003,,,,,,698.5,,,,,402.204,,,,,,,207.548359838,,,3190.184,,,,,1420.4958090128773,,,186500.0,,,,24562.529943706548,,,,,,,146593.4476877006,,,,,200908.18144809818,,,,,,,13.5255,,,14.85,,,,6.761964,,,,,,,0.20680755665,,,,,13.582780000000001,"种类：PRODUCTION_CHICKPEAS,FAO总量：50712.0,国家总量：744.792874922; 种类：PRODUCTION_CORN,FAO总量：3880410.0,国家总量：307900036.98; 种类：PRODUCTION_LENTILS,FAO总量：108545.0,国家总量：64495.9621; 种类：PRODUCTION_MUSTARD,FAO总量：18713.0,国家总量：4217.1192; 种类：PRODUCTION_RYE,FAO总量：211210.0,国家总量：51257.200000000004; 种类：PRODUCTION_SAFFLOWER,FAO总量：140810.0,国家总量：5306.6664; 种类：PRODUCTION_COTTON,FAO总量：6691370.0,国家总量：2773454.46; 种类：PRODUCTION_SOYBEANS,FAO总量：80748700.0,国家总量：4032719.080686658; 种类：PRODUCTION_SUNFLOWER,FAO总量：1552570.0,国家总量：2519912.2032000003; "
2008,-34,NEW YORK,OTHER (COMBINED) COUNTIES,167.62900000000002,1469.6316,,,1879.6,,,192800.0,,,,196.1652,,,,,,,22.471030036,,,,,811.1560000000001,,222.054,1478.7033999999999,,,1889.76,,,,,283.14,,,,,,,22.964898828,,,895.538,8789.596545200438,27090.49849018481,,,2419.052344592544,,,360800.0,,,,13299.083624131463,,,,,,,20845.857239994122,,,,,53645.64007252883,,,5.660200000000001,542.94723,,,11.823699999999999,,,17.990000000000002,,,,5.3375520000000005,,,,,,,0.33274409861,,,,,9.44534,"种类：PRODUCTION_CHICKPEAS,FAO总量：50712.0,国家总量：744.792874922; 种类：PRODUCTION_CORN,FAO总量：3880410.0,国家总量：307900036.98; 种类：PRODUCTION_LENTILS,FAO总量：108545.0,国家总量：64495.9621; 种类：PRODUCTION_MUSTARD,FAO总量：18713.0,国家总量：4217.1192; 种类：PRODUCTION_RYE,FAO总量：211210.0,国家总量：51257.200000000004; 种类：PRODUCTION_SAFFLOWER,FAO总量：140810.0,国家总量：5306.6664; 种类：PRODUCTION_COTTON,FAO总量：6691370.0,国家总量：2773454.46; 种类：PRODUCTION_SOYBEANS,FAO总量：80748700.0,国家总量：4032719.080686658; 种类：PRODUCTION_SUNFLOWER,FAO总量：1552570.0,国家总量：2519912.2032000003; "
2008,-33,INDIANA,OTHER (COMBINED) COUNTIES,,,,,2931.16,,,2400.0,,,,34.848,,,,,,,5.062155118000001,,,,,432.798,,,,,,147.32,,,,,62.436,,,,,,,5.062155118000001,,,460.01800000000003,,,,,889.2703904085123,,,7700.0,,,,3003.0688948405973,,,,,,,3379.5406602314943,,,,,29761.39229047079,,,,,,,7.112,,,3.2,,,,1.171764,,,,,,,0.041361511329999996,,,,,8.49264,"种类：PRODUCTION_CHICKPEAS,FAO总量：50712.0,国家总量：744.792874922; 种类：PRODUCTION_CORN,FAO总量：3880410.0,国家总量：307900036.98; 种类：PRODUCTION_LENTILS,FAO总量：108545.0,国家总量：64495.9621; 种类：PRODUCTION_MUSTARD,FAO总量：18713.0,国家总量：4217.1192; 种类：PRODUCTION_RYE,FAO总量：211210.0,国家总量：51257.200000000004; 种类：PRODUCTION_SAFFLOWER,FAO总量：140810.0,国家总量：5306.6664; 种类：PRODUCTION_COTTON,FAO总量：6691370.0,国家总量：2773454.46; 种类：PRODUCTION_SOYBEANS,FAO总量：80748700.0,国家总量：4032719.080686658; 种类：PRODUCTION_SUNFLOWER,FAO总量：1552570.0,国家总量：2519912.2032000003; "
